,SalePrice,bldgtype_Duplex,bldgtype_TwnhsI,style_1p5Fin,style_2Story,style_SFoyer,style_SLvl,roof_hip,found_BrkTil,central_air,elec_sbrkr,bsmt_exposure,garage_perception,class_120,class_30,class_70,class_190,fullbaths_residual,halfbaths_residual,frontage_residual,LotArea,MasVnrArea,LowQualFinSF,living_area_residual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,shed,fence,MiscVal,LotShapeReg,slope_Bnk,slope_HLS,lotconfig_Corner,lotconfig_CulDSac,LandSlope_Gentle,ext_AsbShng,ext_BrkFace,ext_CemntBd,ext_HdBoard,ext_MetalSd,ext_Plywood,ext_Stucco,ext_VinylSd,ext_WdSdng,ext_WdShing,veneer_stone,zone_RM,alley_gravel,alley_paved,nbh_BrkSide,nbh_ClearCr,nbh_CollgCr,nbh_Crawfor,nbh_Edwards,nbh_Gilbert,nbh_IDOTRR,nbh_Mitchel,nbh_NAmes,nbh_NWAmes,nbh_NoRidge,nbh_NridgHt,oldtown_residual,nbh_SWISU,nbh_Sawyer,nbh_SawyerW,nbh_Somerst,nbh_StoneBr,nbh_Timber,prox_norm,prox_feeder,prox_artery,prox_rr,prox_positive,OverallCond,quality_residual,exterior_condition,bsmt_condition,bsmt_finished1,bsmt_finished2,home_funct,fireplace_ttlscore,gar_perception,driveway,salesmo_3,salesmo_4,salesmo_5,salesmo_6,salesmo_7,salesmo_8,salesmo_9,salesmo_10,salesmo_11,salesmo_12,salesyear_07,salesyear_08,salesyear_09,salesyear_10,sale_Abnorml,sale_Family,sale_Partial,remodeled,age_residual
EnclosedPorch,-0.12857795792595636,-0.06028306694149366,-0.0625945636865855,0.14613050546412626,-0.022443517303808454,-0.014501400336233625,-0.01098034248975388,-0.04148961087167401,0.276697250390793,-0.1569131649338888,-0.14434792997200263,-0.09788349122055606,-0.1837455544719726,-0.0590535035381392,0.1427563618369219,0.18594780374097494,0.06095500391693191,-0.08340692107071548,-0.10068710409843395,0.029349407834817785,-0.018339733672212276,-0.10888683587748112,0.06108123777122828,0.10388139891079973,-0.12598888803760044,-0.09307931750864905,1.0,-0.03730528278804631,-0.08286424483260406,0.03294349575280829,0.06632460110074455,0.01836060013944818,0.08588564033089868,0.08787980669294754,-0.025070151083967075,0.11723897645315316,-0.06123636198057349,0.0047069185117312624,0.09210397416256157,0.058390663356717804,-0.0554219905258809,-0.06486927017767476,0.09800584029105905,-0.0635727433933603,0.12406528151089158,-0.1692716516014644,0.16504773723448904,0.0067127095786682816,-0.08974597623539628,0.1906142479984,0.16367774265606508,0.08175845927948182,0.05955788218092211,0.02421756790227485,-0.1203344799821076,0.07542538748825302,0.019642768040441995,-0.08594171584775212,0.1609687633234034,-0.04741581099847834,-0.017967233486856467,-0.033518627346813726,0.020280908428105267,-0.08478550014832643,0.13531348770859986,0.11649649651926566,0.011621351117784373,-0.027797544613458357,-0.08989658067576392,0.008567542138574682,-0.031068527852236474,-0.022977773508062013,0.0468013960602124,0.12009169723965137,-0.019979456405703058,0.02119328311051325,0.07035618448230385,-0.016099671977425126,0.03509398209467486,-0.04119538732054725,-0.14213953407789318,0.061313741889728206,-0.04441313290049907,-0.03393492573314756,-0.13085711779070006,-0.197963760788785,0.02967428192899142,0.015160876056419526,0.044697502537615,-0.028415326713499015,0.03418588682512118,-0.04024280725603027,-0.031177059989687696,-0.010819602798625524,-0.020037569024012603,0.004879163972461739,0.016530728573054154,-0.006710427349167859,-0.030763347793452706,0.018707893151358426,0.08210983245573313,0.0008600691510703714,-0.10438246171838626,0.17545144537007062,0.25510766237408244
3SsnPorch,0.04458366533574792,-0.022357680162987614,-0.020266357404782845,0.006004786593511605,-0.025500346588490378,-0.018759653248106863,0.0004959393613481195,0.030140912304029807,-0.027561831685577267,0.030691765521046042,0.00878939313550312,-0.015150171264009785,0.04334783212740406,0.0024055218617478084,-0.02591119096281312,-0.02408452037080871,-0.01685074099435863,0.003268096210952505,0.00322401852068239,0.06332138428730186,0.020422829586133177,0.018752410375985008,-0.004295610410300117,0.015880858717410445,-0.03277063359357437,-0.005842499340135787,-0.03730528278804631,1.0,-0.03143584703909499,0.019845218677557147,-0.008677570112036131,0.00035396527793933553,-0.03685664683703972,-0.008143560852783078,0.04093240417998316,-0.002354812147600634,0.052704977476844335,-0.0017721470447342842,-0.014718444975642635,0.04532826668956773,-0.00642235446779731,0.07379207205233468,-0.04926546196466132,0.04336195080207511,-0.01713527691248689,-0.008540025129595516,-0.006627057422853595,-0.015665291944753797,0.0017000296691236467,-0.0387080275767924,-0.021907955015478483,-0.019775484170543294,-0.006432275359936325,0.005884226256131517,-0.00942454887557314,0.04800129198317365,-0.014892578928562671,0.06173840738217221,-0.018759653248106457,0.01984521867755713,0.005038673350233904,0.027569365699704744,-0.019775484170543298,0.004335252747711238,0.004518941356800375,-0.015355729333727561,-0.02688194197881067,0.0276328795439646,-0.029105981831987735,0.014909062076289023,-0.019018155532084746,0.011853267913236157,-0.013025584308695546,0.0021415645116823773,0.03477672390877038,0.06995525223132826,0.025503660024131836,0.026892768435326567,0.0051964749539704464,-0.009149329224614533,0.03249828829744768,-0.007531769987418364,0.01947327560846738,0.02160290844499804,0.010344989235910589,0.01929688701813278,-0.01742029379409095,-0.03803763907147933,0.023285839619394837,-0.01386981087018791,-0.013431734620148293,-0.02330655285383951,-0.02470577411423144,0.06344843652209904,0.04169757742367322,-0.0022746007666086185,-0.03366004296315524,0.04423275659888622,0.018149262791265032,-0.015446905046106258,0.004755199508952197,-0.01371071635896799,0.018526481319953967,0.007670452296458077,-0.005307861461574174
ScreenPorch,0.11144657114291048,-0.05192770353523539,-0.04707042015910427,0.042909848814301155,-0.018690020166932487,-0.028558775106098236,0.014182345445338078,0.06853643507732238,0.016511435653985777,0.05120623810829598,0.009263273236979556,0.036584657996761936,0.05823743545707089,0.04197946097004056,-0.04361861827160748,0.002187778507567976,-0.007087996763509119,-0.05591537553916266,0.045303463880864925,0.010807272775979775,0.043160377695251814,0.06135271096177649,0.026799413021772037,0.04249693348774068,-0.07418135123983265,0.0743039438502424,-0.08286424483260406,-0.03143584703909499,1.0,0.021698489103987625,0.0041403857765308855,0.031945760774908606,-0.0584637038460812,-0.004586467798014953,-0.01588210449832281,0.0033884037290541546,0.025147452289799817,-0.060176767690169074,0.011013111721833307,0.0701328865766984,0.03305840024784184,-0.012230343818241335,-0.017403170481077,0.05531139667616696,-0.005701755689316154,-0.09970902778721817,0.08643498735561624,-0.010739550860661619,-0.0036412229267387356,-0.03366165917143872,-0.01844975073070707,-0.014838993057777404,0.02129468008714436,0.0498424448338741,-0.06532916439410291,0.05159392803612756,0.0009196719079660851,-0.04882097399145046,-0.01933253305881916,-0.01146199568841056,0.05126587154199331,0.06069888220664926,-0.004723153536399062,-9.312385730537778e-05,0.011537307095379484,-0.024677313920044044,-0.013417575979801486,-0.002782931938130187,-0.043384168553822426,0.03007191818818338,0.001056096747861847,0.027530270476862653,-0.028300693841434816,-0.00288929506309,-0.0016488409975797553,0.02000649573177715,0.05481052878611371,0.03106988087522412,0.02859288412589638,0.03931131993286401,0.01222186626520578,0.05027376882257168,-0.024750054228654852,0.18451366230979463,0.01471112859069644,0.05110030030244141,-0.028956969152006122,-0.019619303060237053,-0.027058808089945506,0.05537371805960679,-0.023690529814353534,-0.019335859968889986,0.032303434582722564,0.01266429028447858,0.011199309425928472,0.005578985470230054,0.001174827516851758,0.018838564827502787,0.009334225898650104,-0.010315954732868433,0.02468950158608374,-0.015669469937657603,-0.019790685649005345,0.014357860992361516,0.06444837770500056
shed,-0.06977143454737483,0.005228515427064614,-0.03246264001507721,0.05981938717532977,-0.04903362412097526,0.018347747801264216,-0.0033468831103483695,-0.015318711595155668,0.013944722735035346,0.0029043103237740933,0.030185113580857577,-0.029846080488206677,-0.0385984257126945,-0.04690929336311901,0.04810891985739128,-0.019420505295218486,-0.00018361569761413547,-0.023974925204450145,-0.0046188250957767225,0.0011549338430753434,0.10872768225524301,-0.0468657714550613,0.017966009266619676,-0.02566911159662608,0.040764649736650074,-0.0015132089481188923,0.03294349575280829,0.019845218677557147,0.021698489103987625,1.0,0.1097257347463747,0.24586828306054112,-0.008244428186421543,-0.02085727312588573,0.0067319634990316655,0.03140333729507397,-0.01789397173173352,-0.04028716506177161,-0.023575996972858705,-0.014740540761957284,-0.019905457502927625,0.042145036257609,0.04818374089785142,-0.0020861311660234803,-0.027447277024604994,-0.07436445944796093,0.0674498218797108,-0.025092655921168727,-0.04432073709851961,-0.014047621327168455,0.048556077152591456,-0.031676359541587776,0.03998361693512061,0.029400782196156522,-0.03800676468441094,-0.014740540761957537,-0.0053625621997981055,0.005860650871323945,0.018347747801264715,0.049740378078941744,0.057392335649433794,0.027047264398983643,-0.03167635954158777,-0.043971249381893854,0.01116657621149268,-0.02459679870306208,0.02629169555067418,-0.018929232843491548,-0.04662194550433604,-0.024596798703062077,-0.006576925307115395,-0.018728237432131388,0.03414222207555377,0.008297529818189937,-0.01303062781307381,0.0016713622953893185,0.07113859616859936,-0.06020700016773866,-0.011861437886678749,-0.012482347943465467,-0.014996357132356595,0.005484976938911358,-0.055470296470327654,-0.02204788560816661,-3.763441331640538e-05,0.015982726014439935,0.02114143952361663,-0.00942723219989745,0.023621696599177514,-0.0049345063608583544,-0.01921379185234228,0.026187112063625312,-0.0021408510215259486,0.016102484744901457,0.02267116221146514,-0.038242076974517404,-0.009482839842181913,-0.011265416576047202,-0.012116653193322254,0.08344685041392169,-0.00584090717306752,-0.021961817835352972,-0.05702284832622431,0.012496084915456602,0.04944874135717988
fence,-0.12952496248319229,-0.04026715530438408,-0.038656098307373675,0.04699954505511574,-0.07970611631852288,0.0007935605504204231,0.1575091671947062,-0.015188910287808837,0.014556123218292907,0.016668347121544993,-0.0036536067412117203,-0.06954250684104861,-0.11814800806687673,-0.09819230650588065,0.004034489400301372,0.021434966604078187,-0.037273661183354366,-0.06798881400666439,-0.01824999033830253,0.05038590207420413,-0.02992308378088916,-0.06451772183487033,0.032475357965819754,0.013840280077038964,0.045623692430103883,-0.04225510821435962,0.06632460110074455,-0.008677570112036131,0.0041403857765308855,0.1097257347463747,1.0,0.019439073939896766,0.05435107370619002,-0.011667432905694825,-0.06960265777714793,0.070044724774868,-0.018941903489661557,0.04428290062910142,-0.00653074591002266,0.0327125640453721,-0.02957798617586448,0.10529924786858114,0.03191381187598119,0.030905572156873812,0.03563515808770279,-0.1818165621002528,0.09457599353624728,0.037200324083317235,-0.10618819499956625,0.0006872136752248887,0.030069092905063138,-0.021134311211651515,0.020497188209268855,-0.028375128472205066,-0.06537055908899951,0.023737586406315254,0.013941395374929973,-0.08534378124622556,0.03224872082952366,0.03195228937969564,0.1594365288831787,0.06294460918385791,-0.05105779047689655,-0.09856740892040017,0.022426885668892525,-0.010679394996376827,0.07626076127389522,0.01469296189697255,-0.09401090895727358,-0.055136998606548734,-0.052762762584679,-0.030976274237153063,0.08446169011871897,0.05697996073013865,0.00615246854362329,-0.034382623769394105,0.1328026189835068,-0.09530285167398433,0.05314129307460115,0.03133162275916668,-0.04122971869387865,0.11554948969808158,-0.04665086185863957,-0.039849985968429806,0.02555904160258866,-0.0076981227932126015,-0.027972890726899857,-0.016635187440259103,0.05028370051697407,0.011195907896312996,-0.014056885208155012,-0.007043774914777673,-0.027886858796973186,-0.013451810766421386,0.034840458090960494,0.018877031405375493,-0.004434378293168586,0.0008784003048092744,0.014896613390827854,0.008192231518157211,0.06470073288318005,0.042918756400615515,-0.12782430537649475,0.05659440522028051,0.1120625256499612
MiscVal,-0.02118957964030379,0.05319460818175717,-0.015275257284945963,0.048793812740845134,-0.02361923587540933,-0.005352304090807801,-0.010892974567166838,0.04372643082067583,-0.010723322316509076,-0.002477906289532309,0.02373281521803702,-0.013035083506086233,-0.025431664840087635,-0.0220731131184592,-0.0033891861784601917,-0.000760691598454905,0.02818568789887705,-0.03450883944435652,-0.0011960790700910823,0.002154352507693998,0.03806769201918441,-0.029841829139917245,-0.0037928707799966834,0.021198382261058815,-0.009551228238372386,-0.018583738987649454,0.01836060013944818,0.00035396527793933553,0.031945760774908606,0.24586828306054112,0.019439073939896766,1.0,-0.03939169421543701,-0.018254340265330644,-0.008159280839375319,-0.012425430263659226,0.07096678366949744,0.00821790883022319,-0.011093657796847615,-0.008032784459476342,-0.0010548689757734829,-0.015994481475149803,0.05848188712117252,0.02811215807544397,-0.012915284096650584,-0.03654099953341595,-0.003911735076858839,-0.01180731989081685,-0.025473558124571825,-0.006047348637040397,0.005509738122745011,-0.014905273927919979,-0.003198599018538808,-0.0031990183145938047,-0.01852808384736527,0.0021215761714830222,-0.015029673137562921,-0.010717242516930126,0.022011388039901592,0.006664017255424456,0.06366746635347517,0.0036454749037139566,-0.01490527392792,-0.02069061995995868,-0.005350255693539315,-0.011573994856881147,0.0426980070052763,-0.015189496846921575,-0.021937901919643458,-0.011573994856881152,-0.008262679088414979,-0.11295639579484894,0.03965151697218551,0.008616514285141886,0.06825301568979544,-0.008737255664795808,0.06877680605724883,-0.029540197148767204,0.051648639166507394,-0.02324015718639733,-0.0009954731254189087,0.006653410913056081,-0.03308844297554743,-0.00758023141117478,0.004933235365400706,-0.04627475345278213,-0.009898567174042448,0.05259016075702054,-0.0048667266800283045,-0.0168526357517386,0.003552039404022969,0.03345856131795519,-0.013184085883374365,-0.009931310717018749,-0.003574995338015761,-0.01799476458554027,0.0546129376928943,-0.02112428601542817,-0.025274484652691144,0.02527115388910124,-0.01835385019678552,-0.010334107691929188,-0.026832034575712694,0.028595453377255886,0.024947896687038413
LotShapeReg,-0.2676717602887954,0.06178123209641039,0.11566578929211345,0.11306375453153959,-0.07082547882001115,0.014093872279215752,-0.04260451944487636,-0.018619883247654276,0.13030578045063562,-0.11418195691283795,-0.10717365953920366,-0.17783496596580584,-0.23301280903614516,-0.0007197727430055979,0.0889926042879958,0.06434968637953022,0.08009297998528114,-0.04943987349809615,-0.05448229484147125,-0.09854225385403259,-0.21611147404615882,-0.1044813830674144,0.017483480432288624,-0.058766919519758445,-0.17086209132986316,-0.08324684864517118,0.08588564033089868,-0.03685664683703972,-0.0584637038460812,-0.008244428186421543,0.05435107370619002,-0.03939169421543701,1.0,-0.006396833260018569,-0.145996626929285,-0.07629747413774554,-0.3391394279116197,0.10378126350409352,0.07338278965736668,0.005329392663951854,0.04513281128017444,-0.07151748268481861,0.09639511773687438,-0.09055877395475548,0.013406511726921304,-0.0878378299737013,0.07787335341062707,0.03791387919958472,-0.08090269849166626,0.24283769621459142,0.1041303408058167,0.051832834650664315,0.045512953206397914,-0.08021953891991154,-0.04229760340451777,-0.048866023281906375,0.10492305065899199,-0.2202417803249264,0.09549760052048939,-0.016137454515715813,0.05688621449129967,-0.0342424429768812,-0.12025571245557809,-0.03678709076712674,0.0065241406400770394,0.0784657851732906,-0.03164785626362176,0.011693332909411547,0.05743966473911594,-0.10781071296167519,-0.10781097121874139,0.07758157117486533,0.0031014937764105755,0.10035979894990249,-0.08299613406085198,-0.04912559374564604,0.020200732380554455,-0.06207800604125995,-0.021446372623044243,-0.1076798632931328,-0.12988449795775234,-0.0572642835337086,-0.018881985744227763,-0.18270941266619975,-0.09779633628401559,-0.11083888917541712,-0.022776063706008473,0.05133911097565373,0.031789871033832934,0.006418135725213252,-0.03585538811349626,-0.001512908720359981,-0.006396833260018697,0.027407922144764493,-0.019172977652125417,-0.04605640424996715,-0.01171005830019345,0.0013907995046632071,0.006255568079562091,0.03556717706557416,0.022465119172454813,0.02847966757701123,-0.041636029369996594,0.0712700610129737,0.08561543323740549
slope_Bnk,-0.10112449060458722,0.03194085548480699,-0.03699315518575137,0.1026565540102564,-0.04541579807118953,-0.012795178978115699,-0.029496355550643057,-0.011390089710103874,0.13146075713975508,-0.13530738160404393,-0.10278928128571313,-0.04977280343351406,-0.14736081364036555,-0.05345599643867217,0.09567103779422463,0.09187957348294912,0.08804407624794469,-0.1028238648865617,-0.07142634670318591,0.029500307008669468,0.028095011048892587,-0.059602803959121,0.13251101139100485,0.13550047912008165,-0.05123350376449066,-0.020540126741568968,0.08787980669294754,-0.008143560852783078,-0.004586467798014953,-0.02085727312588573,-0.011667432905694825,-0.018254340265330644,-0.006396833260018569,1.0,-0.0399896421198419,-0.003057907577424931,-0.055707112602484815,-0.18937925495964283,-0.026866284266180675,0.0330332276553791,-0.010650241321998967,-0.056620847062068026,0.07904746035488334,-0.029027647648822447,0.06225139693417134,-0.12199803399422268,0.17005388054230225,-0.0031073507269194175,-0.030074197434141924,0.06235744823050764,0.08975453009120098,0.06591955582652544,0.043098304273184215,0.019459820575433665,-0.06075709829593936,0.10646834356988863,0.035830109470363886,-0.02099207788279526,0.09444340487980461,-0.0208572731258865,-0.06263415528547835,-0.04871865288940962,-0.0360971407038182,-0.050107916402988,0.0423671201495344,0.25778287731871186,-0.03370197676110309,0.007773202419129641,-0.05312854605486539,-0.028029550001863385,-0.013543683676952363,-0.07864637514323516,0.06140475367212859,0.036460801024234483,-0.0013465636741908423,0.01945982057543394,0.06288589102194445,-0.016874277538903335,-0.0025394574347681817,-0.029927698164215595,-0.10181597639311757,-0.011356678931549867,-0.02814392046834476,0.022055812272537396,-0.02903112303997684,-0.16183266695800994,0.04450542419664206,-0.035196665039223494,-0.02724941880958603,0.045266827488512476,-0.01927008120438122,-0.027582040980703836,0.004669870811603123,-0.02592898150452816,-0.006092499025779833,0.007773202419128956,0.038753069720451276,-0.0009780121728495202,-0.004674494082153806,-0.016100121015432168,0.035092212117877795,-0.025026828839772263,-0.04088646294215949,0.10776053963544667,0.10768312311267063
slope_HLS,0.12001380186770777,0.004454022643707052,-0.032803844799308646,-0.01562019448196722,0.022583822981666276,-0.03036504001920571,-0.04064854645663681,0.04939715864600837,-0.02510811923849029,0.01913940369843239,-0.009186334477048206,0.15659875851276056,0.07924601594072264,0.04805616787257504,-0.006443075207717571,0.036904908977710024,-0.0007273388519927061,0.03507210769345546,-0.01054546413464634,0.038945588640659355,0.08960498074516583,0.018058608770785026,-0.022642826527288957,-0.026660484417487546,0.0516338761480708,-0.04287538816829704,-0.025070151083967075,0.04093240417998316,-0.01588210449832281,0.0067319634990316655,-0.06960265777714793,-0.008159280839375319,-0.145996626929285,-0.0399896421198419,1.0,-0.009867288511468167,0.04267192142119423,-0.2567226581279894,-0.023823796996406365,0.005198362737878022,0.017146808900864504,-0.0008408915283599126,0.004166742146200028,-0.027881207354909367,0.0767654450990117,0.02594474460623008,-0.03893913365336103,-0.025356397078555,0.061476373543650355,-0.026056669085267534,0.00595744680851022,-0.009212432675610007,-0.01901866067709864,0.028588969727601436,-0.05131698147807149,0.21032294644872898,-0.03615257613160068,0.08814030530086889,-0.006401278706751238,0.006731963499031722,-0.04908371669046333,-0.043201482009059586,-0.03200929997457717,-0.027583342357476393,-0.020752220763928898,-0.024855328058356215,-0.043512064598684785,-0.038644027635848885,-0.04711197437595174,0.14933081097460693,0.20576313394096804,-0.018162860073252046,-0.01511965689274727,0.00752264933931674,-0.013598635344149988,0.0011285119629319382,-0.0025971828845913463,0.03317932503521053,-0.012643170634759929,0.02219888727910847,0.028362353810573976,-0.019585461431701277,0.017304265520266114,0.10457372132044986,0.015570317699438932,0.0065713223738896286,-0.02366029383311956,-0.048818597139306655,-0.032440088277197965,-0.016561429471989766,-0.05147108921687005,0.0792348782915584,0.05268476660233079,0.030728161081325298,0.02155047568158319,0.03785804741274769,0.03364904107977887,0.04256616609715898,-0.02299526971433232,-0.03470693722655935,-0.0364946728480411,0.04260989130330149,0.09044380178529147,0.03140202982055844,0.006032465677576153
lotconfig_Corner,0.004144823294072492,0.006086169209167202,-0.0816544958443774,0.018908955481706475,0.007120431519339349,-0.018882378432172928,-0.006125924193226039,-0.006822122718133744,0.03980417239484777,-0.03531351106462785,-0.0146153618544309,-0.04044260407040657,0.00521161653888407,-0.08034807627825095,0.00479216697155967,0.010700021634803996,0.00748627294320716,-0.029599696231626105,-0.03539181366699997,0.23881794586426253,0.042721922671111294,0.006102310507830813,0.025626592417483773,0.07195168771307396,-0.004584696835988458,0.03493731558870638,0.11723897645315316,-0.002354812147600634,0.0033884037290541546,0.03140333729507397,0.070044724774868,-0.012425430263659226,-0.07629747413774554,-0.003057907577424931,-0.009867288511468167,1.0,-0.12296156333952621,0.02417819859028015,-0.0020489390263927925,0.02730606808750716,-0.017711213228351702,0.016885609253959013,-0.014843009737354551,0.007304468300835945,0.017503244759809578,-0.05266161960759198,0.05562540178540658,0.004264378808165017,-0.006664464352531838,-0.00635032183056341,-0.009867288511468614,-0.004160066943460627,0.014162729240012276,-0.02655971097516939,-0.02947119512407895,-0.0018150856069856184,0.014015338594058065,0.029693690561568457,0.01513852553035971,-0.018077422958335188,0.04674287842012938,-0.009404291582897805,0.02820421940175893,-0.022889497508570736,0.09980100269518809,-0.020654449308768315,-0.0026824066296082137,-0.014735305992596015,-0.04914158533262978,-0.020654449308768256,0.04650887773105419,-0.040615146303323635,0.07954528404443897,0.08349385227872756,-0.03644811983699031,0.012425387574173847,0.02993632496761055,-0.02896053006309999,0.03566896227914636,0.006822795804783495,-0.07262109800158838,-0.004744460815670444,0.013653620187164976,0.021383000897839385,-0.08172342063136462,0.007423221304634088,0.026825016558487107,-0.03861263549593269,0.026998973421177793,0.006711710802463935,0.04784321610850589,-0.05781456230869354,-0.06445636620470105,-0.00023980552111447744,0.029693690561568516,-0.005684592172996032,0.020198185479376483,-0.0779642229308495,0.004705879617984635,0.03553579170379963,0.061850651584759914,0.03675757491406908,-0.02240370570435624,0.020071170129045548,0.08831762931390764
lotconfig_CulDSac,0.1418175365252596,-0.0353548124349226,-0.045697020007158216,-0.053739226155168074,0.026367649812092515,0.06424004083309631,0.03808980622546492,0.03224846916448124,-0.08744144430347282,0.05788995300537607,0.060744519042068255,0.10832255908870846,0.10223581406574765,-0.007089414097120901,-0.058425112524541384,-0.054306296255683686,-0.03799541441882207,0.014554487702348759,0.038152980919669385,-0.11116956232933811,0.17943979139769856,0.05411832825848016,-0.03154232996669748,0.019994219509808762,0.08510454281055725,0.030207406311885978,-0.06123636198057349,0.052704977476844335,0.025147452289799817,-0.01789397173173352,-0.018941903489661557,0.07096678366949744,-0.3391394279116197,-0.055707112602484815,0.04267192142119423,-0.12296156333952621,1.0,-0.04936691726100251,-0.03318746734267511,0.010889346653906125,-0.026881966891819816,0.11981868347944996,-0.07999725782646673,0.07345273570352068,-0.03863699214706148,0.021670509331623043,-0.05825566023646376,-0.014221472711805126,-0.012246495285021614,-0.1099021088682581,-0.049398529724041164,-0.04459018844596591,-0.053355422971264076,0.0854041462330578,0.03991339812223391,-0.019509211882810452,-0.026939607710296527,0.023606235769729613,-0.04229967096128559,0.09057363864686599,-0.05786369296124374,0.04225497592431362,0.09054561878000435,-0.0618974631086963,-0.011863379991406516,-0.0346244298653412,0.0411645277525438,0.002853730654886217,-0.0063647916871746235,0.09444365763269595,0.00970019551273315,0.026727004274263992,-0.053775995071225546,-0.04836618664231643,0.0768370624672261,0.044708959059340726,0.014845797556834,0.016815555085424618,0.03296338127219512,0.03597977357142834,0.05068324422602985,0.05818935936331424,-0.01958054836110907,0.07319538291466289,0.07016250890190152,0.05853517353534785,0.001885768704313806,0.01815793412193113,-0.04937588638020282,0.042107428384449024,-0.023321025165170508,-0.008620199894297074,-0.028239235398962,0.014811761916920657,-0.0010645618135235518,0.01702531826078273,-0.034613682765223704,-0.02455458493997543,0.021425620725543538,0.01488883292556502,-0.005528869868467692,-0.03091521911186552,-0.02042613850799681,-0.010118610418463623,-0.0427935857922798
LandSlope_Gentle,-0.051116149337051664,0.029221356053509107,0.04138496407068468,-0.007660830049279652,0.024971075593623656,0.03830819520967301,-0.007788352872429232,0.0098188015842792,0.01827468616732175,0.01141837540436775,0.013758670565608908,-0.25163137489656157,0.012870157990873442,-0.004529673522083129,-0.018856416816915515,-0.05821954390541248,-0.029998545521006545,-0.005087052356726926,-0.009117035193150774,0.004605907330014795,-0.31071060154005403,0.02124687693121468,-0.02181439555990124,-0.03646059554775046,-0.09266304482059558,0.0270626015032885,0.0047069185117312624,-0.0017721470447342842,-0.060176767690169074,-0.04028716506177161,0.04428290062910142,0.00821790883022319,0.10378126350409352,-0.18937925495964283,-0.2567226581279894,0.02417819859028015,-0.04936691726100251,1.0,0.030055836099563946,-0.054333497802844986,-0.011281118550822263,-0.01978910722930826,-0.03511448661180496,-0.05723889685755899,-0.049520123718041174,0.1376946642458457,-0.06674139850980855,0.031989347238958105,-0.0017408188587275347,0.039709596276867876,0.027989422959440288,0.0035104302391836214,0.017132275023512136,-0.27768586887713737,0.03023222257445575,-0.15386537583565818,-0.00792867207353833,0.04335816732010651,-0.05859056606219692,-0.09102258282214153,0.042352389099616555,0.054502506998293,0.02194650271834892,0.05605670318148912,-0.005295043438472866,0.007879502584218222,0.041009073191911,0.0023518335317741592,0.059435940475150814,-0.03907590057071647,-0.056812820969404855,0.005999528516934576,0.0076908760185499525,-0.007440769064097189,0.02672125242515531,0.011012520216204991,-0.01676545189888509,0.041092311712372265,0.03053133560460692,-0.033523893460536185,-0.04397497822100058,-0.04656568591789709,0.07785587025954807,-0.09555042059472693,0.008030674872468946,0.029085788555479906,0.007782368115949361,-0.004816716634443119,-0.0008905339670382243,-0.019985387866899098,0.07888321334262757,-0.005307174460277553,-0.03948566705924308,0.009608742186724337,0.002969232215456034,-0.04404920641943628,-0.017665553699402904,-0.013194045811803548,0.022078424766164995,0.0032756558335737427,-0.019253742205668955,-0.02440851408005054,0.050924144459914375,-0.03546968760859803,-0.07499160264987392
ext_AsbShng,-0.1097115364203968,0.0350462827265341,-0.022038642325449453,0.09981445379286559,-0.024021646789999615,-0.020400177487589856,0.026030276429623588,-0.034724366714993425,0.08617559707564316,-0.21193982011307935,-0.11782513427066243,-0.048143584031876935,-0.11362064431503752,-0.03184636670613561,0.023667355649410596,0.02922730527459652,0.059222115216320995,-0.0372828989102388,-0.06641806936623224,-0.03127364275582001,-0.028323601731072054,-0.05043303528675564,-0.015212154493628845,0.049475305451316016,-0.07505360650281838,-0.06421185795045915,0.09210397416256157,-0.014718444975642635,0.011013111721833307,-0.023575996972858705,-0.00653074591002266,-0.011093657796847615,0.07338278965736668,-0.026866284266180675,-0.023823796996406365,-0.0020489390263927925,-0.03318746734267511,0.030055836099563946,1.0,0.0058891011000626915,-0.02641749258535079,-0.055552144204623254,-0.05357370708270266,-0.0076289739812189,0.019522316008111464,-0.08217364005878425,-0.03893455322716727,-0.017035215514985835,-0.019768990905898235,0.13220171147842136,0.12740552306773523,-0.021504842421477672,0.08691823158813537,0.022415443294338304,-0.042810028370232185,-0.024069392300948303,0.03102427052468951,-0.03025883758672337,0.08459721075640875,-0.02357599697285834,0.0069391233146424095,-0.029024098112641873,-0.02150484242147766,-0.02985175072885523,0.007608485869370805,-0.01669858177634662,-0.02923275714779932,0.0019706062195784984,-0.0316512884044381,-0.01669858177634662,-0.02068128569382125,-0.04165844091263392,0.03843599330003193,-0.02332592120643653,0.007521764447004527,-0.017690619462687664,-0.055543163799839,-0.060583954747230995,-0.06147253919056863,-0.08473963258261852,-0.10981589539970484,-0.04770406573525976,-0.019248016661605763,-0.06709257962592768,-0.15563322093846463,-0.16026678937436362,0.006998298641060245,0.03312437506257845,-0.0192557975863459,-0.014323679544431244,0.004703487694415419,-0.038202113676593034,0.0002039538488116896,0.036737424453348,-0.005945187131788739,0.0019706062195783236,-0.04190357911234283,0.0028578715532909978,0.008807037271078585,-0.01281738376666513,0.0522167275631218,-0.014909713069092657,-0.038712383159729385,0.08849698054753624,0.08551810697626629
